44.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
13:19:44.0 (24272587)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (24277540)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (24282759)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (24311536)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#1132D5","disabled":false,"escapeItem":false,"iconName":"action:submit_for_ap (6 more) ...","label":"AwaitConf","total":0,"value":"Awaiting Confirmatio (1 more) ..."}|0x39339670
13:19:44.0 (24318024)|STATEMENT_EXECUTE|[53]
13:19:44.0 (24321685)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (24343923)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#1132D5","disabled":false,"escapeItem":false,"iconName":"action:submit_for_ap (6 more) ...","label":"AwaitConf","total":0,"value":"Awaiting Confirmatio (1 more) ..."}|0x39339670
13:19:44.0 (24352195)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (24363128)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (24372372)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (24380198)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (24389502)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (24394188)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (24401871)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (24419371)|STATEMENT_EXECUTE|[54]
13:19:44.0 (24420939)|STATEMENT_EXECUTE|[55]
13:19:44.0 (24428743)|SYSTEM_METHOD_ENTRY|[55]|SObject.get(String)
13:19:44.0 (24441445)|SYSTEM_METHOD_EXIT|[55]|SObject.get(String)
13:19:44.0 (24451000)|SYSTEM_METHOD_ENTRY|[55]|String.valueOf(Object)
13:19:44.0 (24455086)|HEAP_ALLOCATE|[55]|Bytes:1
13:19:44.0 (24463390)|SYSTEM_METHOD_EXIT|[55]|String.valueOf(Object)
13:19:44.0 (24471213)|SYSTEM_METHOD_ENTRY|[55]|Integer.valueOf(String)
13:19:44.0 (24479147)|SYSTEM_METHOD_EXIT|[55]|Integer.valueOf(String)
13:19:44.0 (24484790)|SYSTEM_METHOD_ENTRY|[55]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (24510649)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#1132D5","disabled":false,"escapeItem":false,"iconName":"action:submit_for_ap (6 more) ...","label":"AwaitConf","total":0,"value":"Awaiting Confirmatio (1 more) ..."}|0x39339670
13:19:44.0 (24519920)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|2
13:19:44.0 (24524852)|HEAP_ALLOCATE|[55]|Bytes:4
13:19:44.0 (24531333)|VARIABLE_ASSIGNMENT|[55]|this.total|2|0x39339670
13:19:44.0 (24538779)|SYSTEM_METHOD_EXIT|[55]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (24545032)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (24551218)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (24556603)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (24561959)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (24567047)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (24591320)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#85C1E9","disabled":false,"escapeItem":false,"iconName":"action:user","label":"Confirmed","total":0,"value":"Confirmed"}|0x5c830014
13:19:44.0 (24597660)|STATEMENT_EXECUTE|[53]
13:19:44.0 (24601658)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (24622587)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#85C1E9","disabled":false,"escapeItem":false,"iconName":"action:user","label":"Confirmed","total":0,"value":"Confirmed"}|0x5c830014
13:19:44.0 (24630588)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (24641777)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (24651051)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (24659353)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (24669180)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (24673757)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (24688394)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (24697070)|STATEMENT_EXECUTE|[54]
13:19:44.0 (24701805)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (24708064)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (24712933)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (24717836)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (24722999)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (24749315)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"iconName":"action:reject","label":"CantCompl","total":0,"value":"Cannot Complete"}|0x376711d6
13:19:44.0 (24755751)|STATEMENT_EXECUTE|[53]
13:19:44.0 (24759317)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (24779738)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"iconName":"action:reject","label":"CantCompl","total":0,"value":"Cannot Complete"}|0x376711d6
13:19:44.0 (24787695)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (24798563)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (24807855)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (24816103)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (24825902)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (24830237)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (24838244)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (24845752)|STATEMENT_EXECUTE|[54]
13:19:44.0 (24850094)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (24855993)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (24861155)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (24866834)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (24871920)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (24898205)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"iconName":"action:close","label":"Cancelled","total":0,"value":"Cancelled"}|0xfacc538
13:19:44.0 (24904409)|STATEMENT_EXECUTE|[53]
13:19:44.0 (24907898)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (24927966)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"iconName":"action:close","label":"Cancelled","total":0,"value":"Cancelled"}|0xfacc538
13:19:44.0 (24936008)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (24946560)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (24955451)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (24963344)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (24972951)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (24977099)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (24984910)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (24991827)|STATEMENT_EXECUTE|[54]
13:19:44.0 (24995917)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (25001540)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (25007005)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (25012259)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (25016962)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (25043216)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"iconName":"action:approval","label":"Completed","total":0,"value":"Completed"}|0x2a8942ab
13:19:44.0 (25049706)|STATEMENT_EXECUTE|[53]
13:19:44.0 (25053008)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (25072950)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"iconName":"action:approval","label":"Completed","total":0,"value":"Completed"}|0x2a8942ab
13:19:44.0 (25080822)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (25091243)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (25099858)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (25107892)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (25117481)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (25121601)|HEAP_ALLOCATE|[54]|Bytes:21
13:19:44.0 (25129781)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (25137007)|STATEMENT_EXECUTE|[54]
13:19:44.0 (25141181)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (25147124)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (25151892)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (25158899)|VARIABLE_ASSIGNMENT|[53]|summ|null|
13:19:44.0 (25163773)|STATEMENT_EXECUTE|[58]
13:19:44.0 (25171934)|SYSTEM_METHOD_ENTRY|[58]|SObject.get(String)
13:19:44.0 (25184581)|SYSTEM_METHOD_EXIT|[58]|SObject.get(String)
13:19:44.0 (25193893)|SYSTEM_METHOD_ENTRY|[58]|String.valueOf(Object)
13:19:44.0 (25198489)|HEAP_ALLOCATE|[58]|Bytes:1
13:19:44.0 (25206950)|SYSTEM_METHOD_EXIT|[58]|String.valueOf(Object)
13:19:44.0 (25215013)|SYSTEM_METHOD_ENTRY|[58]|Integer.valueOf(String)
13:19:44.0 (25223522)|SYSTEM_METHOD_EXIT|[58]|Integer.valueOf(String)
13:19:44.0 (25228227)|HEAP_ALLOCATE|[58]|Bytes:4
13:19:44.0 (25233999)|VARIABLE_ASSIGNMENT|[58]|totalStatus|6
13:19:44.0 (25240918)|METHOD_ENTRY|[49]||Database.QueryLocatorIterator.hasNext()
13:19:44.0 (25260524)|METHOD_EXIT|[49]||Database.QueryLocatorIterator.hasNext()
13:19:44.0 (25265815)|METHOD_ENTRY|[49]||Database.QueryLocatorIterator.next()
13:19:44.0 (25313216)|METHOD_EXIT|[49]||Database.QueryLocatorIterator.next()
13:19:44.0 (25319816)|VARIABLE_SCOPE_BEGIN|[49]|agr|AggregateResult|true|false
13:19:44.0 (25333319)|VARIABLE_ASSIGNMENT|[49]|agr|{"total":1,"stat":"Cannot Complete"}|0x784b9c72
13:19:44.0 (25339192)|STATEMENT_EXECUTE|[52]
13:19:44.0 (25344417)|SYSTEM_METHOD_ENTRY|[53]|List<NJ_SelectOptionLightning>.iterator()
13:19:44.0 (25350966)|SYSTEM_METHOD_EXIT|[53]|List<NJ_SelectOptionLightning>.iterator()
13:19:44.0 (25356006)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (25361591)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (25366608)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (25372535)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (25377704)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (25406215)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#A2D9CE","disabled":false,"escapeItem":false,"iconName":"action:description","label":"New","total":4,"value":"New"}|0x6af1f486
13:19:44.0 (25416831)|STATEMENT_EXECUTE|[53]
13:19:44.0 (25420838)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (25441967)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#A2D9CE","disabled":false,"escapeItem":false,"iconName":"action:description","label":"New","total":4,"value":"New"}|0x6af1f486
13:19:44.0 (25449863)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (25462011)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (25473119)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (25481887)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (25491596)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (25495896)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (25503805)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (25512137)|STATEMENT_EXECUTE|[54]
13:19:44.0 (25516625)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (25522401)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (25527430)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (25532977)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (25538020)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (25564468)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#F4D03F","disabled":false,"escapeItem":false,"iconName":"action:info","label":"Tentative","total":0,"value":"Tentative"}|0x6dbaa933
13:19:44.0 (25570488)|STATEMENT_EXECUTE|[53]
13:19:44.0 (25574523)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (25595168)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#F4D03F","disabled":false,"escapeItem":false,"iconName":"action:info","label":"Tentative","total":0,"value":"Tentative"}|0x6dbaa933
13:19:44.0 (25602878)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (25613885)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (25623278)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (25630990)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (25640048)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (25644908)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (25652767)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (25660159)|STATEMENT_EXECUTE|[54]
13:19:44.0 (25664391)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (25670532)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (25675689)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (25681309)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (25686592)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (25715765)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#1132D5","disabled":false,"escapeItem":false,"iconName":"action:submit_for_ap (6 more) ...","label":"AwaitConf","total":2,"value":"Awaiting Confirmatio (1 more) ..."}|0x39339670
13:19:44.0 (25722377)|STATEMENT_EXECUTE|[53]
13:19:44.0 (25726177)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (25749084)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#1132D5","disabled":false,"escapeItem":false,"iconName":"action:submit_for_ap (6 more) ...","label":"AwaitConf","total":2,"value":"Awaiting Confirmatio (1 more) ..."}|0x39339670
13:19:44.0 (25757349)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (25767916)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (25777150)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (25785143)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (25794135)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (25798751)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (25806281)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (25813787)|STATEMENT_EXECUTE|[54]
13:19:44.0 (25817917)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (25823423)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (25827838)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (25833321)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (25838197)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (25863876)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#85C1E9","disabled":false,"escapeItem":false,"iconName":"action:user","label":"Confirmed","total":0,"value":"Confirmed"}|0x5c830014
13:19:44.0 (25869915)|STATEMENT_EXECUTE|[53]
13:19:44.0 (25873295)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (25894354)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#85C1E9","disabled":false,"escapeItem":false,"iconName":"action:user","label":"Confirmed","total":0,"value":"Confirmed"}|0x5c830014
13:19:44.0 (25902262)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (25912710)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (25921383)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (25929914)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (25939054)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (25943416)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (25950669)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (25957837)|STATEMENT_EXECUTE|[54]
13:19:44.0 (25962095)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (25967648)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (25972783)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (25978031)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (25982912)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (26009052)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"iconName":"action:reject","label":"CantCompl","total":0,"value":"Cannot Complete"}|0x376711d6
13:19:44.0 (26016088)|STATEMENT_EXECUTE|[53]
13:19:44.0 (26019744)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (26040600)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"iconName":"action:reject","label":"CantCompl","total":0,"value":"Cannot Complete"}|0x376711d6
13:19:44.0 (26048102)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (26058738)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (26067122)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (26074913)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (26084270)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (26088764)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (26096967)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (26107251)|STATEMENT_EXECUTE|[54]
13:19:44.0 (26108741)|STATEMENT_EXECUTE|[55]
13:19:44.0 (26115782)|SYSTEM_METHOD_ENTRY|[55]|SObject.get(String)
13:19:44.0 (26128852)|SYSTEM_METHOD_EXIT|[55]|SObject.get(String)
13:19:44.0 (26138483)|SYSTEM_METHOD_ENTRY|[55]|String.valueOf(Object)
13:19:44.0 (26142221)|HEAP_ALLOCATE|[55]|Bytes:1
13:19:44.0 (26150230)|SYSTEM_METHOD_EXIT|[55]|String.valueOf(Object)
13:19:44.0 (26157984)|SYSTEM_METHOD_ENTRY|[55]|Integer.valueOf(String)
13:19:44.0 (26165691)|SYSTEM_METHOD_EXIT|[55]|Integer.valueOf(String)
13:19:44.0 (26171211)|SYSTEM_METHOD_ENTRY|[55]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (26196203)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"iconName":"action:reject","label":"CantCompl","total":0,"value":"Cannot Complete"}|0x376711d6
13:19:44.0 (26204800)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|1
13:19:44.0 (26209144)|HEAP_ALLOCATE|[55]|Bytes:4
13:19:44.0 (26215346)|VARIABLE_ASSIGNMENT|[55]|this.total|1|0x376711d6
13:19:44.0 (26221703)|SYSTEM_METHOD_EXIT|[55]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (26227683)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (26233781)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (26238434)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (26243975)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (26249209)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (26273062)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"iconName":"action:close","label":"Cancelled","total":0,"value":"Cancelled"}|0xfacc538
13:19:44.0 (26279129)|STATEMENT_EXECUTE|[53]
13:19:44.0 (26282723)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (26303747)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"iconName":"action:close","label":"Cancelled","total":0,"value":"Cancelled"}|0xfacc538
13:19:44.0 (26311326)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (26322312)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (26331344)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (26339658)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (26349138)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (26353539)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (26361899)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (26370078)|STATEMENT_EXECUTE|[54]
13:19:44.0 (26374559)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (26379789)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (26384501)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (26389783)|HEAP_ALLOCATE|[53]|Bytes:36
13:19:44.0 (26394839)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:19:44.0 (26428576)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"iconName":"action:approval","label":"Completed","total":0,"value":"Completed"}|0x2a8942ab
13:19:44.0 (26434542)|STATEMENT_EXECUTE|[53]
13:19:44.0 (26438361)|SYSTEM_METHOD_ENTRY|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (26459678)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"iconName":"action:approval","label":"Completed","total":0,"value":"Completed"}|0x2a8942ab
13:19:44.0 (26467380)|SYSTEM_METHOD_EXIT|[54]|NJ_SelectOptionLightning.__sfdc_value()
13:19:44.0 (26477730)|SYSTEM_METHOD_ENTRY|[54]|SObject.get(String)
13:19:44.0 (26486384)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (26494423)|SYSTEM_METHOD_EXIT|[54]|SObject.get(String)
13:19:44.0 (26503617)|SYSTEM_METHOD_ENTRY|[54]|String.valueOf(Object)
13:19:44.0 (26508049)|HEAP_ALLOCATE|[54]|Bytes:15
13:19:44.0 (26516685)|SYSTEM_METHOD_EXIT|[54]|String.valueOf(Object)
13:19:44.0 (26523909)|STATEMENT_EXECUTE|[54]
13:19:44.0 (26527975)|SYSTEM_METHOD_ENTRY|[53]|system.ListIterator.hasNext()
13:19:44.0 (26533592)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (26538366)|SYSTEM_METHOD_EXIT|[53]|system.ListIterator.hasNext()
13:19:44.0 (26545286)|VARIABLE_ASSIGNMENT|[53]|summ|null|
13:19:44.0 (26549696)|STATEMENT_EXECUTE|[58]
13:19:44.0 (26557806)|SYSTEM_METHOD_ENTRY|[58]|SObject.get(String)
13:19:44.0 (26571278)|SYSTEM_METHOD_EXIT|[58]|SObject.get(String)
13:19:44.0 (26580699)|SYSTEM_METHOD_ENTRY|[58]|String.valueOf(Object)
13:19:44.0 (26584824)|HEAP_ALLOCATE|[58]|Bytes:1
13:19:44.0 (26592990)|SYSTEM_METHOD_EXIT|[58]|String.valueOf(Object)
13:19:44.0 (26600369)|SYSTEM_METHOD_ENTRY|[58]|Integer.valueOf(String)
13:19:44.0 (26608460)|SYSTEM_METHOD_EXIT|[58]|Integer.valueOf(String)
13:19:44.0 (26613016)|HEAP_ALLOCATE|[58]|Bytes:4
13:19:44.0 (26619162)|VARIABLE_ASSIGNMENT|[58]|totalStatus|7
